,address,price,price_m2,area_m2,rooms,floor,parking,market,build_yr,building_type,elevator,heating_type,max_floor,balcony,backyard,terrace,building_age,district,street,log_price,log_price_m2,log_area_m2
431,"Gdynia, Grabówek, Morska",390000.0,10627.0,36.7,2.0,2.0,0,wtórny,,kamienica,0.0,miejskie,4.0,0,0,0,,Grabówek,,5.5910646070264995,4.026410680578774,1.5646660642520893
432,"Gdynia, Oksywie, ul. Bosmańska",453500.0,9448.0,48.0,3.0,3.0,1,pierwotny,2021.0,blok,1.0,miejskie,3.0,1,0,0,1.0,Oksywie,,5.656577291396114,3.975339884605458,1.6812412373755872
433,"Gdynia, Oksywie, ul. Bosmańska",480000.0,8007.0,59.95,4.0,2.0,1,pierwotny,2021.0,blok,1.0,miejskie,3.0,1,0,0,1.0,Oksywie,,5.681241237375588,3.9034698285071703,1.7777891874348675
434,"Gdynia, Babie Doły, ul. Dedala",599000.0,10208.0,58.68,3.0,0.0,0,wtórny,1985.0,blok,0.0,miejskie,4.0,1,0,0,37.0,Babie Doły,,5.7774268223893115,4.008940661377087,1.7684901051712452
435,"Gdynia, Dąbrowa, Gorczycowa",499000.0,8911.0,56.0,2.0,2.0,1,wtórny,2006.0,blok,0.0,inne,3.0,1,0,0,16.0,Dąbrowa,,5.69810054562339,3.9499264436679122,1.7481880270062005
436,"Gdynia, Oksywie, inż. J. Śmidowicza",395000.0,8587.0,46.0,3.0,0.0,0,wtórny,1950.0,,0.0,,3.0,0,0,0,72.0,Oksywie,,5.596597095626461,3.9338414628987213,1.662757831681574
437,"Gdynia, Chylonia",340000.0,9341.0,36.4,2.0,4.0,0,wtórny,1970.0,blok,0.0,,4.0,0,0,0,52.0,Chylonia,,5.531478917042255,3.9703933720796,1.561101383649056
438,"Gdynia, Cisowa, Chylońska 241",616000.0,9994.0,61.64,3.0,1.0,1,wtórny,2021.0,apartamentowiec,1.0,miejskie,5.0,1,0,1,1.0,Cisowa,,5.789580712164425,3.999739345106568,1.7898626300463818
439,"Gdynia, Dąbrowa, Rdestowa",655000.0,9776.0,67.0,3.0,0.0,0,wtórny,2003.0,blok,0.0,miejskie,4.0,1,0,0,19.0,Dąbrowa,,5.816241299991783,3.990161192898479,1.8260748027008264
440,"Gdynia, Wzgórze Św. Maksymiliana, ul. Kazimierza Górskiego",497000.0,14836.0,33.5,2.0,1.0,0,wtórny,,apartamentowiec,0.0,miejskie,17.0,1,0,0,,Wzgórze Św. Maksymiliana,,5.696356388733332,4.171316824656572,1.5250448070368452
441,"Gdynia, Pogórze, Uranowa",399000.0,7268.0,54.9,2.0,9.0,0,wtórny,1992.0,,0.0,miejskie,11.0,0,0,0,30.0,Pogórze,,5.600972895686748,3.8614149186359965,1.739572344450092
442,"Gdynia, Wielki Kack, Kacze Buki",530000.0,8833.0,60.0,3.0,2.0,1,wtórny,2019.0,blok,1.0,miejskie,,1,0,0,3.0,Wielki Kack,,5.724275869600789,3.946108230436906,1.7781512503836436
443,"Gdynia, Wzgórze Św. Maksymiliana, ul. Kazimierza Górskiego",577000.0,12543.0,46.0,2.0,1.0,0,wtórny,2021.0,blok,1.0,miejskie,17.0,1,0,0,1.0,Wzgórze Św. Maksymiliana,,5.761175813155732,4.0984014222700775,1.662757831681574
444,"Gdynia, Oksywie",439000.0,6958.0,63.09,2.0,1.0,0,wtórny,,blok,0.0,elektryczne,2.0,0,0,0,,Oksywie,,5.642464520242122,3.84248442441157,1.7999605274059836
445,"Gdynia, Oksywie",549000.0,9498.0,57.8,3.0,0.0,1,wtórny,2012.0,kamienica,1.0,kotłownia,3.0,0,1,1,10.0,Oksywie,,5.739572344450092,3.9776321652459994,1.761927838420529
446,"Gdynia, Mały Kack, ul. Olgierda",613970.0,12013.0,51.11,3.0,2.0,1,pierwotny,2022.0,blok,0.0,gazowe,3.0,0,0,0,0.0,Mały Kack,,5.788147151022664,4.079651477073845,1.708505880955237
447,"Gdynia, Dąbrowa",597296.0,11200.0,53.33,3.0,1.0,1,pierwotny,2022.0,apartamentowiec,1.0,miejskie,3.0,1,0,0,0.0,Dąbrowa,,5.776189606353058,4.049218022670182,1.7269715836828767
448,"Gdynia, Mały Kack",529000.0,13325.0,39.7,2.0,2.0,1,pierwotny,2022.0,blok,1.0,miejskie,3.0,1,0,0,0.0,Mały Kack,,5.723455672035186,4.12466721769861,1.5987905067631152
449,"Gdynia, Wielki Kack, ul. Nowodworcowa",335000.0,8957.0,37.4,2.0,0.0,1,pierwotny,2024.0,apartamentowiec,1.0,gazowe,3.0,1,0,0,-2.0,Wielki Kack,,5.525044807036846,3.9521625742144626,1.57287160220048
450,"Gdynia, Chylonia, ul. Młyńska",430000.0,7584.0,56.7,3.0,2.0,0,wtórny,,blok,0.0,miejskie,4.0,1,0,0,,Chylonia,,5.633468455579586,3.87989832433001,1.7535830588929067
451,"Gdynia, Obłuże, ul. mjr. Henryka Sucharskiego",510000.0,7612.0,67.0,3.0,1.0,0,wtórny,1980.0,blok,0.0,miejskie,4.0,1,0,0,42.0,Obłuże,,5.707570176097937,3.881498779614983,1.8260748027008264
452,"Gdynia, Chylonia, ul. Chylońska 104 -110",502242.0,9400.0,53.43,3.0,1.0,1,pierwotny,2022.0,blok,1.0,,6.0,0,0,0,0.0,Chylonia,,5.700913027782605,3.9731278535996988,1.727785174182906
453,"Gdynia, Chylonia, ul. Chylońska 104 -110",518805.0,8100.0,64.05,3.0,,1,pierwotny,2022.0,blok,1.0,,,0,0,0,0.0,Chylonia,,5.715004152959355,3.90848501887865,1.8065191340807052
454,"Gdynia, Chylonia, ul. Chylońska 104 -110",525456.0,8200.0,64.08,3.0,2.0,1,pierwotny,2022.0,blok,1.0,,6.0,0,0,0,0.0,Chylonia,,5.720536355459898,3.9138138523837167,1.8067225030761813
455,"Gdynia, Dąbrowa",539334.0,11400.0,47.31,2.0,0.0,1,pierwotny,2022.0,apartamentowiec,1.0,miejskie,3.0,1,0,0,0.0,Dąbrowa,,5.731857799385038,4.056904851336473,1.6749529480485654
456,"Gdynia, Mały Kack",555000.0,13980.0,39.7,2.0,1.0,1,pierwotny,2022.0,blok,1.0,miejskie,3.0,0,1,1,0.0,Mały Kack,,5.744292983122676,4.145507171409663,1.5987905067631152
457,"Gdynia, Grabówek, Morska",390000.0,10541.0,37.0,2.0,2.0,1,wtórny,1960.0,,0.0,,5.0,0,0,0,62.0,Grabówek,,5.5910646070264995,4.022881813332031,1.568201724066995
458,"Gdynia, Cisowa, Zbożowa",409000.0,8891.0,46.0,3.0,2.0,1,wtórny,1976.0,blok,1.0,miejskie,10.0,1,0,0,46.0,Cisowa,,5.611723308007342,3.9489506102455483,1.662757831681574
459,"Gdynia, Wielki Kack, os. Kacze Buki",530000.0,9324.0,56.84,3.0,2.0,1,wtórny,2019.0,blok,1.0,miejskie,3.0,1,0,0,3.0,Wielki Kack,,5.724275869600789,3.969602264848539,1.7546540692554322
460,"Gdynia, Chwarzno-Wiczlino, ul. Czesława Niemena",1435115.0,13450.0,106.7,4.0,1.0,1,wtórny,2020.0,apartamentowiec,1.0,,3.0,1,0,0,2.0,Chwarzno-Wiczlino,,6.156886703762897,4.128722284338426,2.02816441942447
461,"Gdynia, Wzgórze Św. Maksymiliana",530000.0,9815.0,54.0,3.0,0.0,0,wtórny,,blok,0.0,miejskie,5.0,0,0,0,,Wzgórze Św. Maksymiliana,,5.724275869600789,3.991890303936025,1.7323937598229686
462,"Gdynia, Oksywie",450234.0,9449.0,47.65,3.0,2.0,1,pierwotny,2021.0,blok,0.0,miejskie,3.0,1,0,0,1.0,Oksywie,,5.653438288209666,3.9753858489894673,1.6780629049743452
463,"Ogrody Tesoro, Gdynia, pomorskie",618400.0,9230.0,67.0,3.0,1.0,1,pierwotny,2021.0,apartamentowiec,0.0,gazowe,1.0,0,1,1,1.0,,Ogrody Tesoro,5.791269480910269,3.965201701025912,1.8260748027008264
464,"Aleja Iberyjska, Gdynia, pomorskie",677000.0,8463.0,80.0,4.0,0.0,1,pierwotny,2021.0,dom,0.0,gazowe,1.0,0,1,1,1.0,,Aleja Iberyjska,5.830588668685144,3.9275243408750287,1.9030899869919435
465,"Gdynia, Chylonia, Kartuska",429000.0,10463.0,41.0,2.0,1.0,0,wtórny,,blok,0.0,,4.0,1,0,0,,Chylonia,,5.632457292184724,4.019656225319348,1.6127838567197355
466,"Gdynia, Witomino, Nauczycielska",497000.0,9558.0,52.0,3.0,1.0,0,wtórny,,blok,0.0,miejskie,4.0,1,0,0,,Witomino,,5.696356388733332,3.980367026184775,1.7160033436347992
467,"Gdynia, Działki Leśne, ul. Pomorska",589000.0,8487.0,69.4,4.0,4.0,0,wtórny,1991.0,blok,0.0,miejskie,4.0,0,0,0,31.0,Działki Leśne,,5.770115294787102,3.9287542021766533,1.841359470454855
468,"Gdynia, Leszczynki",489000.0,7762.0,63.0,3.0,2.0,0,wtórny,1961.0,blok,0.0,miejskie,4.0,0,0,0,61.0,Leszczynki,,5.68930885912362,3.8899736384039962,1.7993405494535817
469,"Gdynia, Śródmieście",830000.0,19866.0,41.78,2.0,,1,wtórny,2022.0,apartamentowiec,1.0,miejskie,,0,0,0,0.0,Śródmieście,,5.919078092376074,4.298110431135712,1.6209684356442897
470,"Gdynia, Działki Leśne",589000.0,9232.0,63.8,3.0,2.0,0,wtórny,1960.0,,0.0,miejskie,3.0,0,0,0,62.0,Działki Leśne,,5.770115294787102,3.9652957958116564,1.8048206787211623
471,"Gdynia, Karwiny",460000.0,7287.0,63.13,3.0,4.0,0,wtórny,1980.0,blok,0.0,miejskie,4.0,0,0,0,42.0,Karwiny,,5.662757831681574,3.862548769524793,1.800235789327354
472,"ul. Bronisława Dembińskiego, Gdynia, pomorskie",760000.0,11111.0,68.4,3.0,4.0,1,wtórny,2012.0,blok,1.0,miejskie,5.0,0,0,1,10.0,Grabówek,Bronisława Dembińskiego,5.880813592280791,4.045753147594141,1.8350561017201164
473,"Gdynia, Śródmieście, Żwirki i Wigury",449000.0,13052.0,34.4,2.0,2.0,0,wtórny,1960.0,,0.0,,4.0,0,0,0,62.0,Śródmieście,,5.652246341003323,4.115677065115837,1.5365584425715302
474,"Gdynia, Grabówek, Stefana Ramułta",450000.0,7500.0,60.0,3.0,3.0,0,wtórny,1970.0,blok,1.0,miejskie,10.0,1,0,0,52.0,Grabówek,,5.653212513775344,3.8750612633917,1.7781512503836436
475,"Gdynia, Grabówek, Morska",579000.0,7843.0,73.82,3.0,0.0,1,wtórny,1920.0,kamienica,0.0,elektryczne,2.0,1,0,0,102.0,Grabówek,,5.7626785637274365,3.8944822150100906,1.8681740408596383
476,"Gdynia, Grabówek",390000.0,10627.0,36.7,2.0,2.0,1,wtórny,1960.0,blok,0.0,elektryczne,5.0,0,0,0,62.0,Grabówek,,5.5910646070264995,4.026410680578774,1.5646660642520893
477,"Gdynia, Karwiny",430000.0,8500.0,50.59,2.0,4.0,1,wtórny,1988.0,blok,0.0,miejskie,4.0,1,0,0,34.0,Karwiny,,5.633468455579586,3.929418925714293,1.7040646794085674
478,"Gdynia, Chylonia, ul. Chylońska 104 -110",512082.0,8100.0,63.22,3.0,1.0,1,pierwotny,2022.0,blok,1.0,,6.0,0,0,0,0.0,Chylonia,,5.709339510382211,3.90848501887865,1.800854491503561
479,"Gdynia, Karwiny, ul. Leopolda Staffa",580000.0,8923.0,65.0,3.0,4.0,0,wtórny,,blok,0.0,miejskie,4.0,1,0,0,,Karwiny,,5.763427993562937,3.9505108929859967,1.8129133566428555
480,"Gdynia, Orłowo, Kolibki",1990000.0,23976.0,83.0,3.0,2.0,1,wtórny,2017.0,apartamentowiec,1.0,miejskie,2.0,1,0,1,5.0,Orłowo,,6.298853076409706,4.379776729937588,1.919078092376074
481,"Gdynia, Działki Leśne",1399000.0,17208.0,81.3,3.0,1.0,1,pierwotny,,apartamentowiec,1.0,,2.0,1,0,0,,Działki Leśne,,6.145817714491828,4.235730397379406,1.9100905455940682
482,"Gdynia, Dąbrowa, Gorczycowa",869000.0,5639.0,154.1,5.0,3.0,1,wtórny,1995.0,blok,0.0,miejskie,4.0,1,0,0,27.0,Dąbrowa,,5.939019776448666,3.7512020945883533,2.1878026387184195
483,"Gdynia, Oksywie, inż. J. Śmidowicza",380000.0,11463.0,33.15,2.0,2.0,1,wtórny,2021.0,apartamentowiec,0.0,miejskie,3.0,1,0,0,1.0,Oksywie,,5.57978359661681,4.059298292408071,1.520483532740792
484,"Gdynia, Dąbrowa",539334.0,11400.0,47.31,2.0,0.0,1,pierwotny,2022.0,apartamentowiec,1.0,miejskie,3.0,1,0,0,0.0,Dąbrowa,,5.731857799385038,4.056904851336473,1.6749529480485654
485,"Gdynia, Mały Kack",550000.0,13854.0,39.7,2.0,3.0,1,pierwotny,2022.0,blok,1.0,miejskie,3.0,1,0,0,0.0,Mały Kack,,5.740362689494244,4.14157518330082,1.5987905067631152
486,"Gdynia, Karwiny, Damroki",486900.0,9600.0,50.72,2.0,2.0,0,wtórny,1998.0,blok,0.0,miejskie,3.0,1,0,0,24.0,Karwiny,,5.6874397745458944,3.9822712330395684,1.7051792448736762
487,"Gdynia, Wzgórze Św. Maksymiliana, bp. Dominika",615000.0,11942.0,51.5,2.0,2.0,0,wtórny,1965.0,blok,0.0,miejskie,4.0,0,0,0,57.0,Wzgórze Św. Maksymiliana,,5.788875115775417,4.077077066845761,1.711807229041191
488,"Gdynia, Chylonia, Lubawska",436000.0,11945.0,36.5,2.0,4.0,0,wtórny,,blok,1.0,,10.0,1,0,0,,Chylonia,,5.639486489268586,4.077186154085897,1.5622928644564746
489,"Gdynia, Cisowa, Owsiana",419000.0,7788.0,53.8,3.0,6.0,1,wtórny,,blok,1.0,miejskie,11.0,0,0,0,,Cisowa,,5.622214022966295,3.8914259428479943,1.730782275666389
490,"Gdynia, Chwarzno-Wiczlino, Wiczlino, Stanisława Filipkowskiego",689000.0,10937.0,63.0,3.0,3.0,1,wtórny,2017.0,blok,1.0,,3.0,0,0,0,5.0,Chwarzno-Wiczlino,,5.838219221907626,4.038898212114533,1.7993405494535817
491,"Gdynia, Pogórze",469000.0,10950.0,42.83,2.0,2.0,1,pierwotny,2015.0,,1.0,,4.0,1,0,0,7.0,Pogórze,,5.671172842715083,4.039414119176137,1.6317480743965693
492,"Gdynia, Grabówek, Stefana Okrzei",507000.0,7988.0,63.47,2.0,1.0,0,wtórny,1936.0,blok,0.0,miejskie,4.0,0,0,0,86.0,Grabówek,,5.705007959333336,3.902438056198665,1.8025684983139565
493,"Gdynia, Działki Leśne, Wolności",1199000.0,16492.0,72.7,3.0,1.0,1,pierwotny,2021.0,,0.0,,2.0,1,0,0,1.0,Działki Leśne,,6.078819183098848,4.2172733261293205,1.861534410859038
494,"Gdynia, Orłowo, Wrocławska",1028027.0,14300.0,71.89,4.0,2.0,1,pierwotny,2021.0,apartamentowiec,1.0,,3.0,1,0,0,1.0,Orłowo,,6.012004521076597,4.155336037465061,1.856668483611535
495,"Gdynia, Działki Leśne, Wolności",1399000.0,17208.0,81.3,3.0,1.0,1,pierwotny,2021.0,,0.0,,2.0,1,0,0,1.0,Działki Leśne,,6.145817714491828,4.235730397379406,1.9100905455940682
496,"Gdynia, Dąbrowa, Rdestowa",2646000.0,18000.0,147.0,4.0,0.0,1,wtórny,2020.0,apartamentowiec,1.0,miejskie,4.0,0,1,1,2.0,Dąbrowa,,6.422589839851482,4.2552725051033065,2.167317334748176
497,"Gdynia, Kamienna Góra, Józefa Bema",535000.0,12251.0,43.67,2.0,1.0,1,wtórny,1950.0,,0.0,,4.0,1,0,0,72.0,Kamienna Góra,,5.7283537820212285,4.088171539864352,1.64018319192134
498,"Gdynia, Pustki Cisowskie-Demptowo, Pustki Cisowskie",565000.0,7086.0,79.73,4.0,0.0,0,wtórny,1985.0,blok,0.0,miejskie,4.0,1,0,0,37.0,Pustki Cisowskie-Demptowo,,5.752048447819439,3.8504011479971583,1.9016217640933573
499,"Gdynia, Śródmieście, A. Hryniewickiego",1369000.0,29826.0,45.9,2.0,10.0,1,wtórny,2009.0,apartamentowiec,1.0,miejskie,28.0,1,0,0,13.0,Śródmieście,,6.13640344813399,4.474595013522642,1.6618126855372612
500,"Gdynia, Chylonia, ul. Morska 210",294000.0,10055.0,29.24,1.0,3.0,1,wtórny,1973.0,blok,0.0,miejskie,4.0,1,0,0,49.0,Chylonia,,5.468347330412158,4.00238207493276,1.4659773682858228
501,"Gdynia, Wzgórze Św. Maksymiliana, Stanisława Wyspiańskiego",699000.0,12897.0,54.2,3.0,2.0,1,wtórny,1972.0,blok,1.0,miejskie,10.0,1,0,0,50.0,Wzgórze Św. Maksymiliana,,5.8444771757456815,4.11048869983667,1.7339992865383869
502,"Gdynia, Karwiny, STAFFA LEOPOLDA",437000.0,8230.0,53.1,3.0,1.0,0,wtórny,1984.0,blok,1.0,miejskie,11.0,1,0,0,38.0,Karwiny,,5.640481436970422,3.91539983521227,1.725094521081469
503,"Gdynia, Obłuże, Boisko",519000.0,10672.0,48.63,2.0,4.0,1,wtórny,2015.0,blok,1.0,miejskie,4.0,1,0,0,7.0,Obłuże,,5.715167357848458,4.028245816572474,1.6869042695681773
504,"Gdynia, Śródmieście, Władysława IV",719000.0,8202.0,87.66,3.0,4.0,0,wtórny,1931.0,kamienica,0.0,gazowe,4.0,0,0,0,91.0,Śródmieście,,5.8567288903828825,3.913919764951466,1.9428014663179405
505,"Gdynia, Leszczynki",435000.0,8056.0,54.0,3.0,0.0,1,wtórny,1926.0,kamienica,0.0,miejskie,4.0,0,0,0,96.0,Leszczynki,,5.638489256954637,3.906119457545562,1.7323937598229686
506,"Gdynia, Mały Kack, Kłajpedzka",2000000.0,10179.0,196.48,5.0,0.0,1,wtórny,2006.0,,0.0,,4.0,0,1,1,16.0,Mały Kack,,6.301029995663981,4.00770511436478,2.2933183494610736
507,"Gdynia, Śródmieście, Świętojańska",2350000.0,26572.0,88.44,4.0,2.0,1,wtórny,2015.0,apartamentowiec,1.0,miejskie,5.0,0,0,0,7.0,Śródmieście,,6.371067862271736,4.424424243769512,1.9466487339066763
508,"Gdynia, Śródmieście, Węglowa",1550000.0,29693.0,52.2,2.0,10.0,1,wtórny,2020.0,,0.0,,17.0,1,0,0,2.0,Śródmieście,,6.190331698170292,4.472654078284013,1.717670503002262
509,"Gdynia, Mały Kack, Strzelców",719000.0,11444.0,62.83,3.0,2.0,0,wtórny,2014.0,blok,1.0,miejskie,3.0,0,0,0,8.0,Mały Kack,,5.8567288903828825,4.058577849133225,1.7981670597159392
510,"Gdynia, Cisowa, Chylońska",599000.0,7478.0,80.1,4.0,2.0,0,wtórny,1980.0,blok,0.0,miejskie,4.0,1,0,0,42.0,Cisowa,,5.7774268223893115,3.8737854608182007,1.9036325160842376
511,"Gdynia, Cisowa, Janowska",619000.0,11255.0,55.0,2.0,1.0,1,wtórny,2018.0,,0.0,,5.0,1,0,0,4.0,Cisowa,,5.791690649020118,4.051345499336539,1.7403626894942439
512,"Gdynia, Chwarzno-Wiczlino, ul. Czesława Niemena",1449000.0,14068.0,103.0,4.0,0.0,1,wtórny,2018.0,blok,1.0,miejskie,3.0,0,1,1,4.0,Chwarzno-Wiczlino,,6.161068385471174,4.148232359644905,2.012837224705172
513,"Gdynia, Śródmieście",545000.0,11596.0,47.0,2.0,3.0,0,wtórny,1959.0,kamienica,0.0,miejskie,4.0,0,0,0,63.0,Śródmieście,,5.7363965022766426,4.06430820668296,1.6720978579357175
514,"Gdynia, Wzgórze Św. Maksymiliana, ul. Batalionów Chłopskich 20",450000.0,13235.0,34.0,2.0,2.0,0,wtórny,1950.0,kamienica,0.0,miejskie,3.0,0,0,0,72.0,Wzgórze Św. Maksymiliana,,5.653212513775344,4.121723945637367,1.5314789170422551
515,"Gdynia, Pustki Cisowskie-Demptowo, Pustki Cisowskie, Borowikowa",530000.0,7923.0,66.89,4.0,3.0,0,wtórny,1983.0,blok,0.0,miejskie,3.0,1,0,0,39.0,Pustki Cisowskie-Demptowo,,5.724275869600789,3.8988896559265864,1.8253611959526332
516,"Gdynia, Oksywie, płk. Stanisława Dąbka",495000.0,8534.0,58.0,3.0,3.0,1,wtórny,1970.0,blok,0.0,miejskie,4.0,1,0,0,52.0,Oksywie,,5.694605198933568,3.9311526385232933,1.7634279935629373
517,"Gdynia, Dąbrowa",553527.0,11700.0,47.31,2.0,2.0,1,pierwotny,2022.0,apartamentowiec,1.0,miejskie,3.0,1,0,0,0.0,Dąbrowa,,5.743138809794727,4.068185861746161,1.6749529480485654
518,"Gdynia, Mały Kack",529000.0,13325.0,39.7,2.0,2.0,1,pierwotny,2022.0,blok,1.0,miejskie,2.0,1,0,0,0.0,Mały Kack,,5.723455672035186,4.12466721769861,1.5987905067631152
519,"Gdynia, Orłowo, Orłowska",3700000.0,46250.0,80.0,3.0,3.0,0,wtórny,2021.0,,0.0,,3.0,0,0,0,1.0,Orłowo,,6.568201724066995,4.665111737075051,1.9030899869919435
520,"Gdynia, Oksywie, Nasypowa",745000.0,12627.0,59.0,4.0,3.0,0,wtórny,2018.0,blok,1.0,miejskie,3.0,1,0,0,4.0,Oksywie,,5.872156272748293,4.1013001804676845,1.7708520116421442
521,"Gdynia, Grabówek",390000.0,10627.0,36.7,2.0,2.0,0,wtórny,1960.0,,0.0,,5.0,0,0,0,62.0,Grabówek,,5.5910646070264995,4.026410680578774,1.5646660642520893
522,"Gdynia, pomorskie",479000.0,11432.0,41.9,2.0,2.0,1,wtórny,,,0.0,,3.0,1,0,0,,,,5.680335513414564,4.058122215782914,1.6222140229662954
523,"Gdynia, Pogórze",566788.0,5938.0,95.45,3.0,,1,pierwotny,2022.0,,0.0,miejskie,,1,0,1,0.0,Pogórze,,5.753420646817216,3.7736401932600256,1.9797759327296856
524,"Gdynia, Oksywie, ul. Australijska",800000.0,10390.0,77.0,4.0,2.0,1,pierwotny,2022.0,apartamentowiec,1.0,miejskie,2.0,0,0,1,0.0,Oksywie,,5.903089986991944,4.016615547557177,1.8864907251724818
525,"Gdynia, Chylonia",339999.0,9341.0,36.4,2.0,4.0,0,wtórny,1980.0,,0.0,,4.0,0,0,0,42.0,Chylonia,,5.531477639703665,3.9703933720796,1.561101383649056
526,"Gdynia, Śródmieście, ul. I Armii Wojska Polskiego",770000.0,11999.0,64.17,3.0,1.0,0,wtórny,1971.0,blok,1.0,miejskie,10.0,1,0,0,51.0,Śródmieście,,5.886490725172482,4.0791450533327485,1.8073320392911905
527,"Gdynia, Śródmieście, Św. Wojciecha 10b",1290000.0,14333.0,90.0,4.0,2.0,1,wtórny,2007.0,blok,1.0,miejskie,7.0,1,0,0,15.0,Śródmieście,,6.110589710299249,4.15633710087081,1.954242509439325
528,"Gdynia, Wzgórze Św. Maksymiliana, Górna",1990000.0,12839.0,155.0,4.0,2.0,1,wtórny,1992.0,szeregowiec,0.0,gazowe,3.0,1,0,0,30.0,Wzgórze Św. Maksymiliana,,6.298853076409706,4.108531198857869,2.1903316981702914
529,"Gdynia, Wzgórze Św. Maksymiliana, Górna",1599000.0,10804.0,148.0,4.0,0.0,1,wtórny,1992.0,szeregowiec,0.0,gazowe,3.0,0,1,0,30.0,Wzgórze Św. Maksymiliana,,6.203848463746235,4.033584575515413,2.1702617153949575
530,"Gdynia, Pogórze, płk. Stanisława Dąbka",414131.5,9710.0,42.65,2.0,1.0,0,pierwotny,2023.0,blok,1.0,,3.0,0,1,1,-1.0,Pogórze,,5.617138265411547,3.9872192299080047,1.6299190355035418
531,"Gdynia, Pogórze, płk. Stanisława Dąbka",489477.0,8350.0,58.62,3.0,0.0,0,pierwotny,2023.0,blok,1.0,,3.0,0,1,1,-1.0,Pogórze,,5.6897322895860185,3.921686475483602,1.7680458141024167
532,"Gdynia, Wielki Kack, Starodworcowa",1551013.0,9754.0,159.02,5.0,1.0,1,pierwotny,2022.0,apartamentowiec,0.0,,1.0,0,0,1,0.0,Wielki Kack,,6.190615437919733,3.9891827512555476,2.201451749121719
533,"Gdynia, Pogórze, kmdr. Bolesława Romanowskiego",499000.0,7984.0,62.5,3.0,1.0,1,wtórny,1990.0,blok,0.0,miejskie,4.0,1,0,0,32.0,Pogórze,,5.69810054562339,3.9022205282793148,1.7958800173440752
534,"Gdynia, Grabówek",559000.0,7167.0,78.0,3.0,4.0,0,wtórny,1956.0,kamienica,0.0,miejskie,4.0,0,0,0,66.0,Grabówek,,5.747411807886423,3.8553374044695405,1.8920946026904804
535,"Gdynia, Cisowa",435000.0,8878.0,49.0,2.0,10.0,0,wtórny,1980.0,blok,1.0,miejskie,11.0,0,0,0,42.0,Cisowa,,5.638489256954637,3.9483151406893477,1.6901960800285136
536,"Gdynia, Redłowo, Legionów",1149000.0,16877.0,68.08,3.0,10.0,1,wtórny,2007.0,apartamentowiec,1.0,miejskie,15.0,1,0,0,15.0,Redłowo,,6.0603200286882855,4.227295250391711,1.8330195470765314
537,"Gdynia, Grabówek, kmdr. Przybyszewskiego",565000.0,7224.0,78.21,3.0,4.0,0,wtórny,1954.0,,0.0,miejskie,4.0,0,0,0,68.0,Grabówek,,5.752048447819439,3.8587777373054495,1.8932622858879913
538,"Wiejska, Gdynia, pomorskie",520000.0,9455.0,55.0,3.0,2.0,0,wtórny,1970.0,blok,1.0,miejskie,10.0,1,0,0,52.0,,Wiejska,5.7160033436347994,3.9756615331810585,1.7403626894942439
539,"Gdynia, Oksywie, Nasypowa",720000.0,13385.0,53.79,3.0,0.0,0,wtórny,2018.0,blok,1.0,,3.0,0,1,0,4.0,Oksywie,,5.857332496431268,4.126618375522951,1.7307015442818452
540,"Gdynia, Redłowo, Legionów",1130000.0,14487.0,78.0,3.0,2.0,1,wtórny,2008.0,blok,1.0,,4.0,0,0,1,14.0,Redłowo,,6.05307844348342,4.160978460120009,1.8920946026904804
541,"Gdynia, Pogórze",440000.0,7333.0,60.0,3.0,3.0,0,wtórny,1988.0,blok,0.0,miejskie,4.0,1,0,0,34.0,Pogórze,,5.643452676486188,3.8652816849956104,1.7781512503836436
542,"Gdynia, Chwarzno-Wiczlino, Wiczlino, Stanisława Filipkowskiego",769000.0,11687.0,65.8,4.0,1.0,1,wtórny,2011.0,blok,1.0,miejskie,3.0,1,0,0,11.0,Chwarzno-Wiczlino,,5.885926339801431,4.067703044040066,1.8182258936139555
543,"Gdynia, Orłowo, ul. Inżynierska",719000.0,15802.0,45.5,2.0,1.0,1,wtórny,2003.0,apartamentowiec,0.0,kotłownia,2.0,1,0,0,19.0,Orłowo,,5.8567288903828825,4.198712057460401,1.6580113966571124
544,"Gdynia, Wzgórze Św. Maksymiliana, ul. Kazimierza Górskiego",500000.0,12500.0,40.0,2.0,3.0,0,pierwotny,2021.0,apartamentowiec,1.0,miejskie,16.0,1,0,1,1.0,Wzgórze Św. Maksymiliana,,5.698970004336019,4.096910013008056,1.6020599913279623
545,"Gdynia, Wielki Kack, ul. Bieszczadzka 6",850000.0,7646.0,111.17,2.0,2.0,1,wtórny,2020.0,blok,1.0,,,1,0,0,2.0,Wielki Kack,,5.929418925714293,3.8834342936830093,2.0459876056609674
546,"Gdynia, Pogórze, Żeliwna",599000.0,8557.0,70.0,4.0,1.0,0,wtórny,1990.0,blok,1.0,,10.0,1,0,0,32.0,Pogórze,,5.7774268223893115,3.932321531989293,1.845098040014257
547,"Gdynia, Grabówek, Komandorska",739000.0,12317.0,60.0,3.0,1.0,1,wtórny,2008.0,,0.0,,3.0,1,0,0,14.0,Grabówek,,5.868644438394826,4.090504941424044,1.7781512503836436
548,"Gdynia, Chwarzno-Wiczlino, Chwarzno",799000.0,11580.0,69.0,3.0,2.0,1,wtórny,2020.0,apartamentowiec,1.0,miejskie,3.0,0,0,1,2.0,Chwarzno-Wiczlino,,5.902546779313991,4.063708559391418,1.8388490907372552
