,index,address,price,price_m2,area_m2,rooms,floor,parking,market,build_yr,building_type,elevator,heating_type,max_floor,balcony,backyard,terrace,building_age,district,street
455,549,"Gdynia, Dąbrowa",539334.0,11400.0,47.31,2.0,0.0,1,pierwotny,2022.0,apartamentowiec,1.0,miejskie,3.0,1,0,0,0.0,Dąbrowa,
456,550,"Gdynia, Mały Kack",555000.0,13980.0,39.7,2.0,1.0,1,pierwotny,2022.0,blok,1.0,miejskie,3.0,0,1,1,0.0,Mały Kack,
457,551,"Gdynia, Grabówek, Morska",390000.0,10541.0,37.0,2.0,2.0,1,wtórny,1960.0,,0.0,,5.0,0,0,0,62.0,Grabówek,
458,552,"Gdynia, Cisowa, Zbożowa",409000.0,8891.0,46.0,3.0,2.0,1,wtórny,1976.0,blok,1.0,miejskie,10.0,1,0,0,46.0,Cisowa,
459,553,"Gdynia, Wielki Kack, os. Kacze Buki",530000.0,9324.0,56.84,3.0,2.0,1,wtórny,2019.0,blok,1.0,miejskie,3.0,1,0,0,3.0,Wielki Kack,
460,554,"Gdynia, Chwarzno-Wiczlino, ul. Czesława Niemena",1435115.0,13450.0,106.7,4.0,1.0,1,wtórny,2020.0,apartamentowiec,1.0,,3.0,1,0,0,2.0,Chwarzno-Wiczlino,
461,555,"Gdynia, Wzgórze Św. Maksymiliana",530000.0,9815.0,54.0,3.0,0.0,0,wtórny,,blok,0.0,miejskie,5.0,0,0,0,,Wzgórze Św. Maksymiliana,
462,556,"Gdynia, Oksywie",450234.0,9449.0,47.65,3.0,2.0,1,pierwotny,2021.0,blok,0.0,miejskie,3.0,1,0,0,1.0,Oksywie,
463,557,"Ogrody Tesoro, Gdynia, pomorskie",618400.0,9230.0,67.0,3.0,1.0,1,pierwotny,2021.0,apartamentowiec,0.0,gazowe,1.0,0,1,1,1.0,Gdynia,Ogrody Tesoro
464,558,"Aleja Iberyjska, Gdynia, pomorskie",677000.0,8463.0,80.0,4.0,0.0,1,pierwotny,2021.0,dom,0.0,gazowe,1.0,0,1,1,1.0,Gdynia,Aleja Iberyjska
465,559,"Gdynia, Chylonia, Kartuska",429000.0,10463.0,41.0,2.0,1.0,0,wtórny,,blok,0.0,,4.0,1,0,0,,Chylonia,
466,560,"Gdynia, Witomino, Nauczycielska",497000.0,9558.0,52.0,3.0,1.0,0,wtórny,,blok,0.0,miejskie,4.0,1,0,0,,Witomino,
467,561,"Gdynia, Działki Leśne, ul. Pomorska",589000.0,8487.0,69.4,4.0,4.0,0,wtórny,1991.0,blok,0.0,miejskie,4.0,0,0,0,31.0,Działki Leśne,
468,562,"Gdynia, Leszczynki",489000.0,7762.0,63.0,3.0,2.0,0,wtórny,1961.0,blok,0.0,miejskie,4.0,0,0,0,61.0,Leszczynki,
469,563,"Gdynia, Śródmieście",830000.0,19866.0,41.78,2.0,,1,wtórny,2022.0,apartamentowiec,1.0,miejskie,,0,0,0,0.0,Śródmieście,
470,564,"Gdynia, Działki Leśne",589000.0,9232.0,63.8,3.0,2.0,0,wtórny,1960.0,,0.0,miejskie,3.0,0,0,0,62.0,Działki Leśne,
471,565,"Gdynia, Karwiny",460000.0,7287.0,63.13,3.0,4.0,0,wtórny,1980.0,blok,0.0,miejskie,4.0,0,0,0,42.0,Karwiny,
472,566,"ul. Bronisława Dembińskiego, Gdynia, pomorskie",760000.0,11111.0,68.4,3.0,4.0,1,wtórny,2012.0,blok,1.0,miejskie,5.0,0,0,1,10.0,Gdynia,ul. Bronisława Dembińskiego
473,567,"Gdynia, Śródmieście, Żwirki i Wigury",449000.0,13052.0,34.4,2.0,2.0,0,wtórny,1960.0,,0.0,,4.0,0,0,0,62.0,Śródmieście,
474,568,"Gdynia, Grabówek, Stefana Ramułta",450000.0,7500.0,60.0,3.0,3.0,0,wtórny,1970.0,blok,1.0,miejskie,10.0,1,0,0,52.0,Grabówek,
475,569,"Gdynia, Grabówek, Morska",579000.0,7843.0,73.82,3.0,0.0,1,wtórny,1920.0,kamienica,0.0,elektryczne,2.0,1,0,0,102.0,Grabówek,
476,570,"Gdynia, Grabówek",390000.0,10627.0,36.7,2.0,2.0,1,wtórny,1960.0,blok,0.0,elektryczne,5.0,0,0,0,62.0,Grabówek,
477,571,"Gdynia, Karwiny",430000.0,8500.0,50.59,2.0,4.0,1,wtórny,1988.0,blok,0.0,miejskie,4.0,1,0,0,34.0,Karwiny,
478,573,"Gdynia, Chylonia, ul. Chylońska 104 -110",512082.0,8100.0,63.22,3.0,1.0,1,pierwotny,2022.0,blok,1.0,,6.0,0,0,0,0.0,Chylonia,
479,574,"Gdynia, Karwiny, ul. Leopolda Staffa",580000.0,8923.0,65.0,3.0,4.0,0,wtórny,,blok,0.0,miejskie,4.0,1,0,0,,Karwiny,
480,575,"Gdynia, Orłowo, Kolibki",1990000.0,23976.0,83.0,3.0,2.0,1,wtórny,2017.0,apartamentowiec,1.0,miejskie,2.0,1,0,1,5.0,Orłowo,
481,576,"Gdynia, Działki Leśne",1399000.0,17208.0,81.3,3.0,1.0,1,pierwotny,,apartamentowiec,1.0,,2.0,1,0,0,,Działki Leśne,
482,577,"Gdynia, Dąbrowa, Gorczycowa",869000.0,5639.0,154.1,5.0,3.0,1,wtórny,1995.0,blok,0.0,miejskie,4.0,1,0,0,27.0,Dąbrowa,
483,578,"Gdynia, Oksywie, inż. J. Śmidowicza",380000.0,11463.0,33.15,2.0,2.0,1,wtórny,2021.0,apartamentowiec,0.0,miejskie,3.0,1,0,0,1.0,Oksywie,
484,580,"Gdynia, Dąbrowa",539334.0,11400.0,47.31,2.0,0.0,1,pierwotny,2022.0,apartamentowiec,1.0,miejskie,3.0,1,0,0,0.0,Dąbrowa,
485,581,"Gdynia, Mały Kack",550000.0,13854.0,39.7,2.0,3.0,1,pierwotny,2022.0,blok,1.0,miejskie,3.0,1,0,0,0.0,Mały Kack,
486,582,"Gdynia, Karwiny, Damroki",486900.0,9600.0,50.72,2.0,2.0,0,wtórny,1998.0,blok,0.0,miejskie,3.0,1,0,0,24.0,Karwiny,
487,583,"Gdynia, Wzgórze Św. Maksymiliana, bp. Dominika",615000.0,11942.0,51.5,2.0,2.0,0,wtórny,1965.0,blok,0.0,miejskie,4.0,0,0,0,57.0,Wzgórze Św. Maksymiliana,
488,584,"Gdynia, Chylonia, Lubawska",436000.0,11945.0,36.5,2.0,4.0,0,wtórny,,blok,1.0,,10.0,1,0,0,,Chylonia,
489,585,"Gdynia, Cisowa, Owsiana",419000.0,7788.0,53.8,3.0,6.0,1,wtórny,,blok,1.0,miejskie,11.0,0,0,0,,Cisowa,
490,586,"Gdynia, Chwarzno-Wiczlino, Wiczlino, Stanisława Filipkowskiego",689000.0,10937.0,63.0,3.0,3.0,1,wtórny,2017.0,blok,1.0,,3.0,0,0,0,5.0,Chwarzno-Wiczlino,
491,587,"Gdynia, Pogórze",469000.0,10950.0,42.83,2.0,2.0,1,pierwotny,2015.0,,1.0,,4.0,1,0,0,7.0,Pogórze,
492,588,"Gdynia, Grabówek, Stefana Okrzei",507000.0,7988.0,63.47,2.0,1.0,0,wtórny,1936.0,blok,0.0,miejskie,4.0,0,0,0,86.0,Grabówek,
493,589,"Gdynia, Działki Leśne, Wolności",1199000.0,16492.0,72.7,3.0,1.0,1,pierwotny,2021.0,,0.0,,2.0,1,0,0,1.0,Działki Leśne,
494,590,"Gdynia, Orłowo, Wrocławska",1028027.0,14300.0,71.89,4.0,2.0,1,pierwotny,2021.0,apartamentowiec,1.0,,3.0,1,0,0,1.0,Orłowo,
495,591,"Gdynia, Działki Leśne, Wolności",1399000.0,17208.0,81.3,3.0,1.0,1,pierwotny,2021.0,,0.0,,2.0,1,0,0,1.0,Działki Leśne,
496,592,"Gdynia, Dąbrowa, Rdestowa",2646000.0,18000.0,147.0,4.0,0.0,1,wtórny,2020.0,apartamentowiec,1.0,miejskie,4.0,0,1,1,2.0,Dąbrowa,
497,593,"Gdynia, Kamienna Góra, Józefa Bema",535000.0,12251.0,43.67,2.0,1.0,1,wtórny,1950.0,,0.0,,4.0,1,0,0,72.0,Kamienna Góra,
498,594,"Gdynia, Pustki Cisowskie-Demptowo, Pustki Cisowskie",565000.0,7086.0,79.73,4.0,0.0,0,wtórny,1985.0,blok,0.0,miejskie,4.0,1,0,0,37.0,Pustki Cisowskie-Demptowo,
499,595,"Gdynia, Śródmieście, A. Hryniewickiego",1369000.0,29826.0,45.9,2.0,10.0,1,wtórny,2009.0,apartamentowiec,1.0,miejskie,28.0,1,0,0,13.0,Śródmieście,
500,596,"Gdynia, Chylonia, ul. Morska 210",294000.0,10055.0,29.24,1.0,3.0,1,wtórny,1973.0,blok,0.0,miejskie,4.0,1,0,0,49.0,Chylonia,
501,597,"Gdynia, Wzgórze Św. Maksymiliana, Stanisława Wyspiańskiego",699000.0,12897.0,54.2,3.0,2.0,1,wtórny,1972.0,blok,1.0,miejskie,10.0,1,0,0,50.0,Wzgórze Św. Maksymiliana,
502,598,"Gdynia, Karwiny, STAFFA LEOPOLDA",437000.0,8230.0,53.1,3.0,1.0,0,wtórny,1984.0,blok,1.0,miejskie,11.0,1,0,0,38.0,Karwiny,
503,599,"Gdynia, Obłuże, Boisko",519000.0,10672.0,48.63,2.0,4.0,1,wtórny,2015.0,blok,1.0,miejskie,4.0,1,0,0,7.0,Obłuże,
504,600,"Gdynia, Śródmieście, Władysława IV",719000.0,8202.0,87.66,3.0,4.0,0,wtórny,1931.0,kamienica,0.0,gazowe,4.0,0,0,0,91.0,Śródmieście,
505,601,"Gdynia, Leszczynki",435000.0,8056.0,54.0,3.0,0.0,1,wtórny,1926.0,kamienica,0.0,miejskie,4.0,0,0,0,96.0,Leszczynki,
506,602,"Gdynia, Mały Kack, Kłajpedzka",2000000.0,10179.0,196.48,5.0,0.0,1,wtórny,2006.0,,0.0,,4.0,0,1,1,16.0,Mały Kack,
507,603,"Gdynia, Śródmieście, Świętojańska",2350000.0,26572.0,88.44,4.0,2.0,1,wtórny,2015.0,apartamentowiec,1.0,miejskie,5.0,0,0,0,7.0,Śródmieście,
508,604,"Gdynia, Śródmieście, Węglowa",1550000.0,29693.0,52.2,2.0,10.0,1,wtórny,2020.0,,0.0,,17.0,1,0,0,2.0,Śródmieście,
509,605,"Gdynia, Mały Kack, Strzelców",719000.0,11444.0,62.83,3.0,2.0,0,wtórny,2014.0,blok,1.0,miejskie,3.0,0,0,0,8.0,Mały Kack,
510,606,"Gdynia, Cisowa, Chylońska",599000.0,7478.0,80.1,4.0,2.0,0,wtórny,1980.0,blok,0.0,miejskie,4.0,1,0,0,42.0,Cisowa,
511,607,"Gdynia, Cisowa, Janowska",619000.0,11255.0,55.0,2.0,1.0,1,wtórny,2018.0,,0.0,,5.0,1,0,0,4.0,Cisowa,
512,608,"Gdynia, Chwarzno-Wiczlino, ul. Czesława Niemena",1449000.0,14068.0,103.0,4.0,0.0,1,wtórny,2018.0,blok,1.0,miejskie,3.0,0,1,1,4.0,Chwarzno-Wiczlino,
513,609,"Gdynia, Śródmieście",545000.0,11596.0,47.0,2.0,3.0,0,wtórny,1959.0,kamienica,0.0,miejskie,4.0,0,0,0,63.0,Śródmieście,
514,610,"Gdynia, Wzgórze Św. Maksymiliana, ul. Batalionów Chłopskich 20",450000.0,13235.0,34.0,2.0,2.0,0,wtórny,1950.0,kamienica,0.0,miejskie,3.0,0,0,0,72.0,Wzgórze Św. Maksymiliana,
515,611,"Gdynia, Pustki Cisowskie-Demptowo, Pustki Cisowskie, Borowikowa",530000.0,7923.0,66.89,4.0,3.0,0,wtórny,1983.0,blok,0.0,miejskie,3.0,1,0,0,39.0,Pustki Cisowskie-Demptowo,
516,612,"Gdynia, Oksywie, płk. Stanisława Dąbka",495000.0,8534.0,58.0,3.0,3.0,1,wtórny,1970.0,blok,0.0,miejskie,4.0,1,0,0,52.0,Oksywie,
517,613,"Gdynia, Dąbrowa",553527.0,11700.0,47.31,2.0,2.0,1,pierwotny,2022.0,apartamentowiec,1.0,miejskie,3.0,1,0,0,0.0,Dąbrowa,
518,614,"Gdynia, Mały Kack",529000.0,13325.0,39.7,2.0,2.0,1,pierwotny,2022.0,blok,1.0,miejskie,2.0,1,0,0,0.0,Mały Kack,
519,616,"Gdynia, Orłowo, Orłowska",3700000.0,46250.0,80.0,3.0,3.0,0,wtórny,2021.0,,0.0,,3.0,0,0,0,1.0,Orłowo,
520,617,"Gdynia, Oksywie, Nasypowa",745000.0,12627.0,59.0,4.0,3.0,0,wtórny,2018.0,blok,1.0,miejskie,3.0,1,0,0,4.0,Oksywie,
521,618,"Gdynia, Grabówek",390000.0,10627.0,36.7,2.0,2.0,0,wtórny,1960.0,,0.0,,5.0,0,0,0,62.0,Grabówek,
522,619,"Gdynia, pomorskie",479000.0,11432.0,41.9,2.0,2.0,1,wtórny,,,0.0,,3.0,1,0,0,,,
523,620,"Gdynia, Pogórze",566788.0,5938.0,95.45,3.0,,1,pierwotny,2022.0,,0.0,miejskie,,1,0,1,0.0,Pogórze,
524,621,"Gdynia, Oksywie, ul. Australijska",800000.0,10390.0,77.0,4.0,2.0,1,pierwotny,2022.0,apartamentowiec,1.0,miejskie,2.0,0,0,1,0.0,Oksywie,
525,622,"Gdynia, Chylonia",339999.0,9341.0,36.4,2.0,4.0,0,wtórny,1980.0,,0.0,,4.0,0,0,0,42.0,Chylonia,
526,623,"Gdynia, Śródmieście, ul. I Armii Wojska Polskiego",770000.0,11999.0,64.17,3.0,1.0,0,wtórny,1971.0,blok,1.0,miejskie,10.0,1,0,0,51.0,Śródmieście,
527,624,"Gdynia, Śródmieście, Św. Wojciecha 10b",1290000.0,14333.0,90.0,4.0,2.0,1,wtórny,2007.0,blok,1.0,miejskie,7.0,1,0,0,15.0,Śródmieście,
528,625,"Gdynia, Wzgórze Św. Maksymiliana, Górna",1990000.0,12839.0,155.0,4.0,2.0,1,wtórny,1992.0,szeregowiec,0.0,gazowe,3.0,1,0,0,30.0,Wzgórze Św. Maksymiliana,
529,626,"Gdynia, Wzgórze Św. Maksymiliana, Górna",1599000.0,10804.0,148.0,4.0,0.0,1,wtórny,1992.0,szeregowiec,0.0,gazowe,3.0,0,1,0,30.0,Wzgórze Św. Maksymiliana,
530,627,"Gdynia, Pogórze, płk. Stanisława Dąbka",414131.5,9710.0,42.65,2.0,1.0,0,pierwotny,2023.0,blok,1.0,,3.0,0,1,1,-1.0,Pogórze,
531,628,"Gdynia, Pogórze, płk. Stanisława Dąbka",489477.0,8350.0,58.62,3.0,0.0,0,pierwotny,2023.0,blok,1.0,,3.0,0,1,1,-1.0,Pogórze,
532,629,"Gdynia, Wielki Kack, Starodworcowa",1551013.0,9754.0,159.02,5.0,1.0,1,pierwotny,2022.0,apartamentowiec,0.0,,1.0,0,0,1,0.0,Wielki Kack,
533,630,"Gdynia, Pogórze, kmdr. Bolesława Romanowskiego",499000.0,7984.0,62.5,3.0,1.0,1,wtórny,1990.0,blok,0.0,miejskie,4.0,1,0,0,32.0,Pogórze,
534,631,"Gdynia, Grabówek",559000.0,7167.0,78.0,3.0,4.0,0,wtórny,1956.0,kamienica,0.0,miejskie,4.0,0,0,0,66.0,Grabówek,
535,632,"Gdynia, Cisowa",435000.0,8878.0,49.0,2.0,10.0,0,wtórny,1980.0,blok,1.0,miejskie,11.0,0,0,0,42.0,Cisowa,
536,633,"Gdynia, Redłowo, Legionów",1149000.0,16877.0,68.08,3.0,10.0,1,wtórny,2007.0,apartamentowiec,1.0,miejskie,15.0,1,0,0,15.0,Redłowo,
537,634,"Gdynia, Grabówek, kmdr. Przybyszewskiego",565000.0,7224.0,78.21,3.0,4.0,0,wtórny,1954.0,,0.0,miejskie,4.0,0,0,0,68.0,Grabówek,
538,635,"Wiejska, Gdynia, pomorskie",520000.0,9455.0,55.0,3.0,2.0,0,wtórny,1970.0,blok,1.0,miejskie,10.0,1,0,0,52.0,Gdynia,Wiejska
539,636,"Gdynia, Oksywie, Nasypowa",720000.0,13385.0,53.79,3.0,0.0,0,wtórny,2018.0,blok,1.0,,3.0,0,1,0,4.0,Oksywie,
540,637,"Gdynia, Redłowo, Legionów",1130000.0,14487.0,78.0,3.0,2.0,1,wtórny,2008.0,blok,1.0,,4.0,0,0,1,14.0,Redłowo,
541,638,"Gdynia, Pogórze",440000.0,7333.0,60.0,3.0,3.0,0,wtórny,1988.0,blok,0.0,miejskie,4.0,1,0,0,34.0,Pogórze,
542,639,"Gdynia, Chwarzno-Wiczlino, Wiczlino, Stanisława Filipkowskiego",769000.0,11687.0,65.8,4.0,1.0,1,wtórny,2011.0,blok,1.0,miejskie,3.0,1,0,0,11.0,Chwarzno-Wiczlino,
543,640,"Gdynia, Orłowo, ul. Inżynierska",719000.0,15802.0,45.5,2.0,1.0,1,wtórny,2003.0,apartamentowiec,0.0,kotłownia,2.0,1,0,0,19.0,Orłowo,
544,641,"Gdynia, Wzgórze Św. Maksymiliana, ul. Kazimierza Górskiego",500000.0,12500.0,40.0,2.0,3.0,0,pierwotny,2021.0,apartamentowiec,1.0,miejskie,16.0,1,0,1,1.0,Wzgórze Św. Maksymiliana,
545,642,"Gdynia, Wielki Kack, ul. Bieszczadzka 6",850000.0,7646.0,111.17,2.0,2.0,1,wtórny,2020.0,blok,1.0,,,1,0,0,2.0,Wielki Kack,
546,643,"Gdynia, Pogórze, Żeliwna",599000.0,8557.0,70.0,4.0,1.0,0,wtórny,1990.0,blok,1.0,,10.0,1,0,0,32.0,Pogórze,
547,644,"Gdynia, Grabówek, Komandorska",739000.0,12317.0,60.0,3.0,1.0,1,wtórny,2008.0,,0.0,,3.0,1,0,0,14.0,Grabówek,
548,645,"Gdynia, Chwarzno-Wiczlino, Chwarzno",799000.0,11580.0,69.0,3.0,2.0,1,wtórny,2020.0,apartamentowiec,1.0,miejskie,3.0,0,0,1,2.0,Chwarzno-Wiczlino,
549,646,"Gdynia, Pogórze, Wiceadmirała Kazimierza Porębskiego",440000.0,7333.0,60.0,3.0,3.0,0,wtórny,,blok,0.0,miejskie,4.0,1,0,0,,Pogórze,
550,647,"Gdynia, Orłowo, Bernadowska",1990000.0,25881.0,76.89,3.0,2.0,1,wtórny,2017.0,blok,1.0,miejskie,2.0,1,0,0,5.0,Orłowo,
551,648,"Gdynia, Kamienna Góra",705000.0,14100.0,50.0,2.0,1.0,0,wtórny,1956.0,kamienica,0.0,miejskie,2.0,1,0,0,66.0,Kamienna Góra,
552,649,"Gdynia, Redłowo, Zwycięstwa",683424.0,15120.0,45.2,2.0,4.0,1,pierwotny,2022.0,,0.0,,8.0,1,0,0,0.0,Redłowo,
553,650,"Gdynia, Orłowo",879920.0,17000.0,51.76,2.0,0.0,1,wtórny,2008.0,apartamentowiec,1.0,miejskie,3.0,0,0,1,14.0,Orłowo,
554,651,"Gdynia, Witomino, Witomino-Radiostacja",483000.0,8944.0,54.0,3.0,9.0,0,wtórny,,blok,1.0,miejskie,10.0,1,0,0,,Witomino,
555,652,"Gdynia, Chylonia",436000.0,11474.0,38.0,2.0,4.0,0,wtórny,,blok,0.0,miejskie,10.0,1,0,0,,Chylonia,
556,653,"Gdynia, Karwiny",460000.0,7302.0,63.0,3.0,4.0,0,wtórny,,blok,0.0,miejskie,4.0,1,0,0,,Karwiny,
557,656,"Gdynia, Dąbrowa",618628.0,11600.0,53.33,3.0,2.0,1,pierwotny,2022.0,apartamentowiec,1.0,miejskie,3.0,1,0,0,0.0,Dąbrowa,
558,657,"Gdynia, Mały Kack",670000.0,12407.0,54.0,2.0,2.0,1,pierwotny,2022.0,blok,1.0,miejskie,2.0,0,0,1,0.0,Mały Kack,
559,658,"Gdynia, Orłowo, ul. Orłowska",1290000.0,18529.0,69.62,3.0,2.0,0,wtórny,1938.0,blok,0.0,gazowe,3.0,0,0,0,84.0,Orłowo,
560,659,"Gdynia, Pustki Cisowskie-Demptowo, ul. Borowikowa",530000.0,7923.0,66.89,4.0,3.0,0,wtórny,1983.0,blok,0.0,miejskie,3.0,1,0,0,39.0,Pustki Cisowskie-Demptowo,
561,660,"Gdynia, Redłowo",560000.0,10566.0,53.0,3.0,1.0,0,wtórny,,blok,1.0,miejskie,10.0,1,0,0,,Redłowo,
562,661,"Gdynia, Śródmieście, Centrum",499000.0,13861.0,36.0,2.0,3.0,0,wtórny,,kamienica,0.0,,4.0,0,0,0,,Śródmieście,
563,662,"Gdynia, Działki Leśne, Witomińska",890000.0,8794.0,101.2,5.0,0.0,1,wtórny,1938.0,kamienica,0.0,gazowe,2.0,0,1,0,84.0,Działki Leśne,
564,663,"Gdynia, Orłowo, Zwycięstwa",729000.0,9113.0,80.0,4.0,1.0,0,wtórny,,kamienica,0.0,,3.0,0,0,0,,Orłowo,
565,665,"Gdynia, Wzgórze Św. Maksymiliana, gen. Józefa Hallera",750000.0,10135.0,74.0,3.0,3.0,0,wtórny,,,0.0,,3.0,0,0,0,,Wzgórze Św. Maksymiliana,
566,666,"Gdynia, Śródmieście, Wójta Radtkego",866700.0,12994.0,66.7,4.0,5.0,0,wtórny,,,0.0,,5.0,0,0,1,,Śródmieście,
567,667,"Gdynia, Oksywie, płk. Stanisława Dąbka",469000.0,9769.0,48.01,3.0,3.0,1,wtórny,1978.0,blok,1.0,miejskie,4.0,1,0,0,44.0,Oksywie,
568,668,"Gdynia, Cisowa, Chylońska",385000.0,8499.0,45.3,2.0,1.0,0,wtórny,1974.0,blok,0.0,,4.0,1,0,0,48.0,Cisowa,
569,669,"Gdynia, Karwiny, Leopolda Staffa",615000.0,11182.0,55.0,3.0,2.0,1,wtórny,1990.0,blok,0.0,,4.0,1,0,0,32.0,Karwiny,
570,670,"Gdynia, Redłowo",755000.0,15283.0,49.4,2.0,3.0,1,wtórny,2020.0,apartamentowiec,1.0,miejskie,7.0,0,0,1,2.0,Redłowo,
571,671,"Gdynia, Orłowo, Bernadowska",3499000.0,30426.0,115.0,4.0,2.0,1,wtórny,2019.0,,0.0,,2.0,1,0,1,3.0,Orłowo,
572,672,"Gdynia, Orłowo, Bernadowska",3399000.0,34571.0,98.32,4.0,1.0,1,wtórny,2020.0,apartamentowiec,1.0,,2.0,1,0,0,2.0,Orłowo,
573,673,"Gdynia, Kamienna Góra, Żołnierzy I Armii Wojska Polskiego",1399000.0,11856.0,118.0,4.0,10.0,0,wtórny,,,0.0,,11.0,0,0,0,,Kamienna Góra,
574,674,"Gdynia, Chwarzno-Wiczlino",699000.0,11813.0,59.17,3.0,0.0,0,wtórny,2013.0,,1.0,miejskie,3.0,0,1,1,9.0,Chwarzno-Wiczlino,
575,675,"Gdynia, Leszczynki, Jana Dantyszka",429000.0,8151.0,52.63,3.0,4.0,0,wtórny,1974.0,,0.0,,10.0,1,0,0,48.0,Leszczynki,
576,676,"Gdynia, Dąbrowa, Wiczlińska",440000.0,15439.0,28.5,2.0,1.0,1,wtórny,1970.0,dom,0.0,inne,1.0,0,1,0,52.0,Dąbrowa,
577,677,"Gdynia, Śródmieście, ul. Świętojańska",1060000.0,14305.0,74.1,3.0,4.0,0,wtórny,1926.0,kamienica,0.0,miejskie,5.0,1,0,0,96.0,Śródmieście,
578,678,"Gdynia, Dąbrowa, ul. Nagietkowa",399000.0,9279.0,43.0,2.0,3.0,1,wtórny,1999.0,blok,0.0,kotłownia,3.0,1,1,0,23.0,Dąbrowa,
579,679,"Gdynia, Redłowo",1250000.0,15863.0,78.8,3.0,3.0,1,wtórny,,apartamentowiec,1.0,miejskie,,1,0,0,,Redłowo,
580,680,"Gdynia, Obłuże, Podgórska 8",395000.0,10395.0,38.0,2.0,10.0,0,wtórny,1980.0,blok,1.0,miejskie,,0,0,0,42.0,Obłuże,
581,681,"Gdynia, Śródmieście",699000.0,7788.0,89.75,3.0,4.0,1,wtórny,1940.0,kamienica,0.0,gazowe,5.0,0,0,0,82.0,Śródmieście,
582,682,"Gdynia, Dąbrowa, Rdestowa",459000.0,8110.0,56.6,2.0,4.0,0,wtórny,,,0.0,,4.0,0,0,0,,Dąbrowa,
583,683,"Gdynia, Dąbrowa",455000.0,6904.0,65.9,3.0,0.0,0,wtórny,1999.0,blok,0.0,miejskie,3.0,1,1,0,23.0,Dąbrowa,
584,684,"Gdynia, Witomino, Rolnicza",439000.0,12912.0,34.0,2.0,0.0,1,wtórny,,blok,0.0,miejskie,4.0,0,0,0,,Witomino,
585,685,"Gdynia, Wzgórze Św. Maksymiliana, ul. Kazimierza Górskiego",497000.0,12876.0,38.6,2.0,1.0,0,wtórny,2021.0,apartamentowiec,1.0,miejskie,17.0,1,0,0,1.0,Wzgórze Św. Maksymiliana,
586,686,"Gdynia, Karwiny",599000.0,11861.0,50.5,2.0,3.0,1,wtórny,2005.0,blok,1.0,miejskie,4.0,1,0,0,17.0,Karwiny,
587,687,"Gdynia, Leszczynki, ul. Ludwika Zamenhofa",459900.0,9998.0,46.0,3.0,3.0,1,wtórny,1980.0,blok,1.0,miejskie,8.0,1,0,1,42.0,Leszczynki,
588,688,"Gdynia, Dąbrowa, Kolendrowa",469000.0,8529.0,54.99,2.0,2.0,0,wtórny,,blok,0.0,miejskie,4.0,1,0,0,,Dąbrowa,
589,689,"Gdynia, Grabówek",559000.0,7148.0,78.2,3.0,4.0,0,wtórny,,blok,0.0,miejskie,4.0,0,0,0,,Grabówek,
590,690,"Gdynia, Chylonia, Chylońska",459000.0,10929.0,42.0,2.0,0.0,0,wtórny,2020.0,,0.0,,7.0,0,0,0,2.0,Chylonia,
591,693,"Gdynia, Mały Kack",645000.0,11944.0,54.0,2.0,1.0,1,pierwotny,2022.0,blok,1.0,miejskie,3.0,0,0,1,0.0,Mały Kack,
592,694,"Gdynia, Oksywie, Nasypowa",569566.0,9628.0,59.16,3.0,2.0,0,wtórny,2021.0,,0.0,,3.0,0,0,0,1.0,Oksywie,
593,695,"Gdynia, Wzgórze Św. Maksymiliana, Dywizji Kościuszkowskiej",1135500.0,15000.0,75.7,4.0,3.0,1,wtórny,2022.0,apartamentowiec,1.0,,3.0,1,0,0,0.0,Wzgórze Św. Maksymiliana,
594,696,"Gdynia, Wzgórze Św. Maksymiliana, Dywizji Kościuszkowskiej",1006230.0,10200.0,98.65,3.0,0.0,1,wtórny,2022.0,apartamentowiec,1.0,,3.0,0,1,0,0.0,Wzgórze Św. Maksymiliana,
595,697,"Gdynia, Wzgórze Św. Maksymiliana, Dywizji Kościuszkowskiej",1175658.0,14100.0,83.38,4.0,1.0,1,wtórny,2022.0,apartamentowiec,1.0,,3.0,1,0,0,0.0,Wzgórze Św. Maksymiliana,
596,698,"Gdynia, Wzgórze Św. Maksymiliana, Dywizji Kościuszkowskiej",885385.0,11500.0,76.99,4.0,0.0,1,wtórny,2022.0,apartamentowiec,1.0,,3.0,0,1,0,0.0,Wzgórze Św. Maksymiliana,
597,699,"Gdynia, Witomino, 2 Morskiego Pułku Strzelców",580000.0,9667.0,60.0,4.0,3.0,0,wtórny,1978.0,blok,0.0,miejskie,4.0,1,0,0,44.0,Witomino,
598,700,"Gdynia, Działki Leśne, Uczniowska",525000.0,10096.0,52.0,3.0,0.0,0,wtórny,1980.0,,0.0,,4.0,1,0,0,42.0,Działki Leśne,
599,701,"Gdynia, Działki Leśne",399000.0,9305.0,42.88,2.0,0.0,0,wtórny,,,0.0,,4.0,0,0,0,,Działki Leśne,
600,702,"Gdynia, Kamienna Góra",1088000.0,32000.0,34.0,2.0,2.0,1,wtórny,2018.0,apartamentowiec,1.0,miejskie,5.0,0,0,0,4.0,Kamienna Góra,
601,703,"ul. Kazimierza Górskiego, Gdynia, pomorskie",564421.6,12198.0,46.27,2.0,5.0,0,pierwotny,2021.0,,1.0,miejskie,16.0,0,0,0,1.0,Gdynia,ul. Kazimierza Górskiego
