,index,address,price,price_m2,area_m2,rooms,floor,parking,market,build_yr,building_type,elevator,heating_type,max_floor,balcony,backyard,terrace,building_age,district,street
1317,1457,"Gdynia, Karwiny, Kornela Makuszyńskiego",467152.0,9700.0,48.16,3.0,4.0,0,pierwotny,2023.0,blok,1.0,miejskie,5.0,1,0,0,-1.0,Karwiny,
1318,1458,"Gdynia, Karwiny, Kornela Makuszyńskiego",330096.0,10400.0,31.74,2.0,1.0,0,pierwotny,2023.0,blok,1.0,miejskie,5.0,1,0,0,-1.0,Karwiny,
1319,1459,"Gdynia, Śródmieście, Władysława IV",395000.0,10912.0,36.2,2.0,3.0,1,wtórny,1968.0,blok,0.0,miejskie,4.0,0,0,0,54.0,Śródmieście,
1320,1460,"Gdynia, Karwiny, Kornela Makuszyńskiego",562988.0,9700.0,58.04,3.0,3.0,0,pierwotny,2023.0,blok,1.0,miejskie,5.0,1,0,0,-1.0,Karwiny,
1321,1461,"Gdynia, Karwiny, Kornela Makuszyńskiego",492058.0,9800.0,50.21,2.0,2.0,0,pierwotny,2023.0,blok,1.0,miejskie,5.0,1,0,0,-1.0,Karwiny,
1322,1462,"Gdynia, Śródmieście, A. Hryniewickiego",4606470.0,38070.0,121.0,4.0,10.0,0,wtórny,2009.0,,0.0,,29.0,0,0,0,13.0,Śródmieście,
1323,1463,"Gdynia, Śródmieście, Stefana Żeromskiego",863995.0,20382.0,42.39,2.0,4.0,1,pierwotny,2022.0,,0.0,,4.0,1,0,0,0.0,Śródmieście,
1324,1464,"Gdynia, Mały Kack",757788.0,11896.0,63.7,3.0,1.0,1,pierwotny,,,1.0,,3.0,1,0,0,,Mały Kack,
1325,1465,"Gdynia, Mały Kack",757788.0,11896.0,63.7,3.0,1.0,1,pierwotny,,,1.0,,3.0,1,0,0,,Mały Kack,
1326,1466,"Gdynia, pomorskie",1399000.0,20881.0,67.0,3.0,5.0,1,wtórny,2012.0,apartamentowiec,1.0,miejskie,,0,0,1,10.0,,
1327,1467,"Gdynia, Działki Leśne",560000.0,11703.0,47.85,2.0,3.0,0,wtórny,,blok,0.0,inne,,0,0,0,,Działki Leśne,
1328,1470,"Gdynia, Karwiny, ul. Konstantego Ildefonsa Gałczyńskiego",560000.0,8861.0,63.2,3.0,4.0,0,wtórny,1987.0,blok,0.0,miejskie,4.0,1,0,0,35.0,Karwiny,
1329,1471,"Gdynia, Pustki Cisowskie-Demptowo",833000.0,9652.0,86.3,3.0,3.0,0,wtórny,1993.0,blok,0.0,miejskie,3.0,0,0,1,29.0,Pustki Cisowskie-Demptowo,
1330,1472,"Gdynia, Witomino, Konwaliowa",449000.0,8369.0,53.65,3.0,7.0,0,wtórny,1994.0,blok,1.0,miejskie,10.0,0,0,0,28.0,Witomino,
1331,1473,"kadm. Włodzimierza Brunona Steyera, Gdynia, pomorskie",415000.0,7876.0,52.69,3.0,6.0,1,wtórny,1986.0,,1.0,,9.0,1,0,0,36.0,Gdynia,kadm. Włodzimierza Brunona Steyera
1332,1475,"Jantarowa, Gdynia, pomorskie",455000.0,8379.0,54.3,3.0,3.0,0,wtórny,1996.0,blok,0.0,miejskie,4.0,0,0,0,26.0,Gdynia,Jantarowa
1333,1476,"Gdynia, Chylonia, Chylońska",459000.0,9978.0,46.0,3.0,1.0,0,wtórny,1977.0,,0.0,,10.0,1,0,0,45.0,Chylonia,
1334,1477,"Gdynia, Karwiny, Kornela Makuszyńskiego",347213.0,10300.0,33.71,2.0,4.0,0,pierwotny,2023.0,blok,1.0,miejskie,5.0,1,0,0,-1.0,Karwiny,
1335,1478,"Gdynia, Karwiny, Kornela Makuszyńskiego",347213.0,10300.0,33.71,2.0,2.0,0,pierwotny,2023.0,blok,1.0,miejskie,5.0,1,0,0,-1.0,Karwiny,
1336,1479,"Gdynia, Karwiny, Kornela Makuszyńskiego",562988.0,9700.0,58.04,3.0,4.0,0,pierwotny,2023.0,blok,1.0,miejskie,5.0,1,0,0,-1.0,Karwiny,
1337,1480,"Gdynia, Karwiny, Kornela Makuszyńskiego",441540.0,9900.0,44.6,2.0,5.0,0,pierwotny,2023.0,blok,1.0,miejskie,5.0,1,0,0,-1.0,Karwiny,
1338,1481,"Gdynia, Karwiny, Kornela Makuszyńskiego",330096.0,10400.0,31.74,2.0,2.0,0,pierwotny,2023.0,blok,1.0,miejskie,5.0,1,0,0,-1.0,Karwiny,
1339,1482,"Gdynia, Karwiny, Kornela Makuszyńskiego",467152.0,9700.0,48.16,3.0,1.0,0,pierwotny,2023.0,blok,1.0,miejskie,5.0,1,0,0,-1.0,Karwiny,
1340,1484,"Gdynia, Śródmieście",530000.0,12817.0,41.35,2.0,6.0,0,wtórny,1980.0,blok,1.0,miejskie,10.0,1,0,0,42.0,Śródmieście,
1341,1485,"Gdynia, Karwiny, Kornela Makuszyńskiego",353955.0,10500.0,33.71,2.0,5.0,0,pierwotny,2023.0,blok,1.0,miejskie,5.0,1,0,0,-1.0,Karwiny,
1342,1486,"Gdynia, Karwiny, Kornela Makuszyńskiego",574596.0,9900.0,58.04,3.0,5.0,0,pierwotny,2023.0,blok,1.0,miejskie,5.0,1,0,0,-1.0,Karwiny,
1343,1487,"Gdynia, Wielki Kack, Bieszczadzka",995000.0,8791.0,113.18,3.0,2.0,1,wtórny,2018.0,blok,0.0,gazowe,3.0,1,0,0,4.0,Wielki Kack,
1344,1488,"Gdynia, Wielki Kack, Myśliwska",749000.0,11611.0,64.51,4.0,3.0,0,wtórny,1993.0,,0.0,miejskie,5.0,0,0,0,29.0,Wielki Kack,
1345,1489,"Gdynia, Dąbrowa, Lubczykowa",480000.0,8125.0,59.08,3.0,0.0,0,wtórny,2002.0,,0.0,miejskie,3.0,1,0,0,20.0,Dąbrowa,
1346,1490,"Gdynia, Chwarzno-Wiczlino, Janki Bryla",585000.0,10904.0,53.65,2.0,3.0,0,wtórny,2014.0,blok,1.0,miejskie,3.0,1,0,0,8.0,Chwarzno-Wiczlino,
1347,1491,"Gdynia, Chylonia",415000.0,7728.0,53.7,3.0,6.0,0,wtórny,1975.0,blok,1.0,miejskie,10.0,1,0,0,47.0,Chylonia,
1348,1492,"Gdynia, pomorskie",494640.0,9610.0,51.47,3.0,0.0,0,pierwotny,2022.0,,0.0,,4.0,0,0,0,0.0,,
1349,1493,"Gdynia, pomorskie",534540.0,9136.0,58.51,4.0,2.0,0,pierwotny,2022.0,,0.0,,4.0,0,0,0,0.0,,
1350,1494,"Gdynia, pomorskie",506950.0,8765.0,57.84,4.0,0.0,0,pierwotny,2022.0,blok,0.0,,3.0,0,0,0,0.0,,
1351,1495,"Gdynia, Pogórze, adm. J. Unruga",399000.0,6343.0,62.9,3.0,4.0,0,wtórny,1988.0,blok,0.0,miejskie,4.0,1,0,0,34.0,Pogórze,
1352,1496,"Gdynia, Działki Leśne, ul. Warszawska",450000.0,9430.0,47.72,2.0,4.0,0,wtórny,1980.0,blok,0.0,miejskie,4.0,0,0,0,42.0,Działki Leśne,
1353,1497,"Gdynia, Karwiny",549000.0,8814.0,62.29,3.0,3.0,0,wtórny,1989.0,blok,0.0,miejskie,4.0,1,0,0,33.0,Karwiny,
1354,1498,"Gdynia, Oksywie",294000.0,9216.0,31.9,2.0,2.0,0,wtórny,1995.0,blok,0.0,miejskie,4.0,0,0,0,27.0,Oksywie,
1355,1499,"Gdynia, Obłuże",420000.0,9130.0,46.0,3.0,6.0,0,wtórny,1980.0,blok,1.0,miejskie,10.0,1,0,0,42.0,Obłuże,
1356,1500,"Gdynia, Obłuże",450000.0,8571.0,52.5,3.0,5.0,0,wtórny,1980.0,blok,1.0,miejskie,10.0,1,0,0,42.0,Obłuże,
1357,1501,"Gdynia, Dąbrowa, Gorczycowa",400000.0,9259.0,43.2,2.0,1.0,0,wtórny,1998.0,blok,0.0,elektryczne,3.0,1,0,0,24.0,Dąbrowa,
1358,1502,"Gdynia, Mały Kack, Lidzka",800000.0,4618.0,173.22,5.0,0.0,0,wtórny,,dom,0.0,,1.0,1,1,0,,Mały Kack,
1359,1503,"Elizy Orzeszkowej, Gdynia, pomorskie",350000.0,10938.0,32.0,1.0,2.0,0,wtórny,1939.0,kamienica,0.0,elektryczne,4.0,0,0,0,83.0,Gdynia,Elizy Orzeszkowej
1360,1504,"Gdynia, Mały Kack, Kłajpedzka",3018000.0,10837.0,278.5,7.0,1.0,1,wtórny,2006.0,,0.0,,4.0,0,1,0,16.0,Mały Kack,
1361,1505,"Gdynia, Kamienna Góra, Ignacego Krasickiego",595000.0,11039.0,53.9,3.0,3.0,0,wtórny,1969.0,blok,1.0,miejskie,10.0,1,0,0,53.0,Kamienna Góra,
1362,1506,"Gdynia, Wzgórze Św. Maksymiliana, Mikołaja Kopernika",599000.0,13412.0,44.66,2.0,0.0,0,wtórny,1929.0,kamienica,0.0,gazowe,3.0,0,1,0,93.0,Wzgórze Św. Maksymiliana,
1363,1507,"3 Maja, Gdynia, pomorskie",490000.0,10652.0,46.0,3.0,3.0,0,wtórny,1965.0,blok,1.0,miejskie,10.0,1,0,0,57.0,Gdynia,3 Maja
1364,1508,"Gdynia, Wzgórze Św. Maksymiliana, Wojewody Wachowiaka",799000.0,11414.0,70.0,3.0,1.0,0,wtórny,,,0.0,,2.0,0,0,0,,Wzgórze Św. Maksymiliana,
1365,1509,"Wejherowska, Gdynia, pomorskie",369000.0,8786.0,42.0,2.0,0.0,0,wtórny,,,0.0,miejskie,,0,0,0,,Gdynia,Wejherowska
1366,1510,"Gdynia, Chwarzno-Wiczlino, Władysława Kańskiego",699000.0,10922.0,64.0,3.0,0.0,0,wtórny,2011.0,,0.0,,3.0,0,0,0,11.0,Chwarzno-Wiczlino,
1367,1511,"Gdynia, Działki Leśne, Wolności",1199000.0,17153.0,69.9,3.0,1.0,0,pierwotny,2021.0,,0.0,,2.0,0,0,0,1.0,Działki Leśne,
1368,1512,"Gdynia, Chwarzno-Wiczlino, Franciszka Sokoła",1090000.0,10771.0,101.2,4.0,0.0,0,wtórny,2000.0,,0.0,,1.0,0,0,0,22.0,Chwarzno-Wiczlino,
1369,1513,"Gdynia, Cisowa, Zbożowa",410000.0,6832.0,60.01,3.0,7.0,1,wtórny,1983.0,blok,1.0,miejskie,10.0,1,0,0,39.0,Cisowa,
1370,1514,"Gdynia, Mały Kack, Wzgórze Bernadowo",975000.0,9839.0,99.1,3.0,2.0,1,wtórny,1997.0,blok,0.0,miejskie,4.0,1,0,0,25.0,Mały Kack,
1371,1515,"Gdynia, Pogórze, Żeliwna",469000.0,7408.0,63.31,3.0,2.0,1,wtórny,2008.0,blok,1.0,miejskie,10.0,1,0,0,14.0,Pogórze,
1372,1516,"Gdynia, Wzgórze Św. Maksymiliana",750000.0,13158.0,57.0,3.0,4.0,0,wtórny,1965.0,blok,0.0,miejskie,4.0,0,0,0,57.0,Wzgórze Św. Maksymiliana,
1373,1517,"Gdynia, Mały Kack, Parkowa",670788.0,13856.0,48.41,2.0,0.0,1,pierwotny,2022.0,,1.0,miejskie,3.0,0,0,0,0.0,Mały Kack,
1374,1518,"Gdynia, Redłowo, Zwycięstwa",1290000.0,14785.0,87.25,4.0,3.0,1,pierwotny,2021.0,,0.0,,8.0,1,0,0,1.0,Redłowo,
1375,1519,"Gdynia, Śródmieście, 10 Lutego",549000.0,7911.0,69.4,3.0,-0.5,0,wtórny,1936.0,kamienica,0.0,elektryczne,4.0,0,0,0,86.0,Śródmieście,
1376,1520,"Gdynia, Oksywie",502522.0,8450.0,59.47,4.0,1.0,0,wtórny,,,0.0,,3.0,0,0,0,,Oksywie,
1377,1521,"Gdynia, Oksywie",527568.0,10250.0,51.47,4.0,1.0,0,wtórny,,,0.0,,3.0,0,0,0,,Oksywie,
1378,1522,"Gdynia, Obłuże, Bosmańska",590000.0,14750.0,40.0,2.0,0.0,1,wtórny,,apartamentowiec,1.0,,2.0,0,1,0,,Obłuże,
1379,1523,"Gdynia, Orłowo, Legionów",3499000.0,32101.0,109.0,4.0,7.0,0,wtórny,2021.0,,0.0,,7.0,0,0,0,1.0,Orłowo,
1380,1524,"Gdynia, Śródmieście, Świętojańska",1255000.0,28452.0,44.11,2.0,4.0,1,wtórny,2015.0,apartamentowiec,1.0,miejskie,5.0,0,0,0,7.0,Śródmieście,
1381,1525,"Gdynia, Śródmieście, Żołnierzy I Armii Wojska Polskiego",1300000.0,21224.0,61.25,4.0,3.0,1,wtórny,2019.0,,0.0,,4.0,0,0,0,3.0,Śródmieście,
1382,1526,"Gdynia, Witomino, Gajowa",550000.0,8088.0,68.0,3.0,1.0,0,wtórny,1937.0,,0.0,,2.0,1,1,1,85.0,Witomino,
1383,1527,"Gdynia, Redłowo, Bohaterów Starówki Warszawskiej",349000.0,15664.0,22.28,1.0,3.0,0,wtórny,1970.0,blok,1.0,miejskie,10.0,0,0,0,52.0,Redłowo,
1384,1528,"Sucharskiego, Gdynia, pomorskie",449000.0,8456.0,53.1,3.0,3.0,0,wtórny,1985.0,blok,0.0,miejskie,4.0,1,0,0,37.0,Gdynia,Sucharskiego
1385,1529,"Gdynia, Witomino, Widna",389000.0,11102.0,35.04,2.0,4.0,1,wtórny,1975.0,,0.0,,4.0,0,0,0,47.0,Witomino,
1386,1530,"Gdynia, Redłowo, Legionów",3499000.0,32101.0,109.0,4.0,7.0,1,wtórny,2021.0,,0.0,,7.0,0,0,1,1.0,Redłowo,
1387,1531,"Gdynia, Wzgórze Św. Maksymiliana, gen. Józefa Hallera",496000.0,9920.0,50.0,2.0,0.0,0,wtórny,,,0.0,,4.0,0,0,0,,Wzgórze Św. Maksymiliana,
1388,1532,"Gdynia, Chwarzno-Wiczlino, gen. Mariusza Zaruskiego",799000.0,11066.0,72.2,3.0,1.0,1,wtórny,2010.0,blok,1.0,miejskie,3.0,1,0,0,12.0,Chwarzno-Wiczlino,
1389,1533,"Gdynia, Pogórze",369938.5,8990.0,41.15,2.0,0.0,1,pierwotny,2023.0,,0.0,,3.0,1,1,1,-1.0,Pogórze,
1390,1534,"Gdynia, Witomino",48000.0,3200.0,15.0,1.0,,0,wtórny,,,1.0,miejskie,,0,0,0,,Witomino,
1391,1537,"Gdynia, Śródmieście, Podjazd",1000000.0,11077.0,90.28,4.0,3.0,1,wtórny,,,0.0,,5.0,0,0,0,,Śródmieście,
1392,1538,"Gdynia, Mały Kack, Strzelców",990000.0,13775.0,71.87,3.0,4.0,1,wtórny,2013.0,apartamentowiec,1.0,miejskie,6.0,1,0,0,9.0,Mały Kack,
1393,1539,"Gdynia, Orłowo, Bytomska",859000.0,11476.0,74.85,4.0,1.0,1,wtórny,1938.0,kamienica,0.0,gazowe,2.0,0,0,1,84.0,Orłowo,
1394,1540,"Gdynia, Witomino, Widna",399000.0,11387.0,35.04,2.0,4.0,1,wtórny,,blok,0.0,miejskie,4.0,0,0,0,,Witomino,
1395,1541,"Gdynia, Mały Kack, Wzgórze Bernadowo",1150000.0,12352.0,93.1,4.0,1.0,1,wtórny,1995.0,,0.0,gazowe,2.0,0,0,0,27.0,Mały Kack,
1396,1542,"Gdynia, Chylonia, Nowodworskiego",299000.0,4600.0,65.0,3.0,0.0,1,wtórny,1950.0,dom,0.0,inne,1.0,0,1,1,72.0,Chylonia,
1397,1543,"Gdynia, Śródmieście, Hieronima Derdowskiego",570000.0,12424.0,45.88,2.0,3.0,1,wtórny,1960.0,blok,0.0,miejskie,4.0,1,0,0,62.0,Śródmieście,
1398,1544,"Gdynia, Pogórze, Stanisława Staszica",429000.0,10214.0,42.0,2.0,2.0,0,wtórny,2015.0,blok,0.0,miejskie,3.0,1,0,0,7.0,Pogórze,
1399,1545,"Gdynia, Pogórze",399000.0,6343.0,62.9,3.0,4.0,0,wtórny,1988.0,blok,0.0,miejskie,4.0,0,0,0,34.0,Pogórze,
1400,1546,"Gdynia, Redłowo",540000.0,9818.0,55.0,3.0,1.0,0,wtórny,1964.0,blok,0.0,,4.0,0,0,0,58.0,Redłowo,
1401,1548,"Gdynia, Wzgórze Św. Maksymiliana, Mikołaja Kopernika",599000.0,13311.0,45.0,2.0,0.0,0,wtórny,1929.0,kamienica,0.0,gazowe,3.0,0,0,0,93.0,Wzgórze Św. Maksymiliana,
1402,1549,"Gdynia, Pogórze, płk. Stanisława Dąbka",384752.5,9350.0,41.15,2.0,0.0,0,pierwotny,2022.0,,1.0,miejskie,2.0,0,0,0,0.0,Pogórze,
1403,1550,"Gdynia, pomorskie",550000.0,10185.0,54.0,3.0,5.0,1,wtórny,1973.0,blok,1.0,miejskie,11.0,1,0,0,49.0,,
1404,1551,"Gdynia, Grabówek",420000.0,7119.0,59.0,3.0,2.0,0,wtórny,,blok,0.0,elektryczne,2.0,1,0,0,,Grabówek,
1405,1552,"Gdynia, Grabówek, Stefana Okrzei",560000.0,7985.0,70.13,3.0,3.0,0,wtórny,1938.0,blok,0.0,,3.0,1,0,0,84.0,Grabówek,
1406,1553,"Gdynia, Pogórze",496449.0,7980.0,62.21,3.0,0.0,1,pierwotny,2022.0,blok,1.0,gazowe,3.0,0,1,0,0.0,Pogórze,
1407,1554,"Gdynia, Chwarzno-Wiczlino, Wiczlino, Romana Felińskiego",819000.0,10992.0,74.51,4.0,1.0,1,wtórny,2019.0,blok,1.0,miejskie,3.0,1,0,0,3.0,Chwarzno-Wiczlino,
1408,1555,"Gdynia, Działki Leśne, ul. Nowogrodzka",899000.0,12680.0,70.9,3.0,1.0,1,wtórny,1920.0,kamienica,0.0,gazowe,2.0,1,0,0,102.0,Działki Leśne,
1409,1556,"Gdynia, Orłowo, Świętopełka",4550000.0,32500.0,140.0,4.0,2.0,1,wtórny,2003.0,apartamentowiec,1.0,,2.0,0,1,1,19.0,Orłowo,
1410,1557,"Zwycięstwa, Gdynia, pomorskie",732240.0,16200.0,45.2,2.0,5.0,1,pierwotny,2023.0,,1.0,,8.0,0,0,0,-1.0,Gdynia,Zwycięstwa
1411,1561,"Gdynia, Śródmieście",651222.0,22188.0,29.35,1.0,2.0,0,pierwotny,,,0.0,,3.0,0,0,0,,Śródmieście,
1412,1562,"Gdynia, Śródmieście",1773739.0,19194.0,92.41,4.0,3.0,0,pierwotny,,,0.0,,3.0,0,0,0,,Śródmieście,
1413,1563,"Gdynia, Śródmieście",425000.0,11806.0,36.0,2.0,10.0,1,wtórny,1970.0,blok,1.0,miejskie,7.0,1,0,0,52.0,Śródmieście,
1414,1564,"Gdynia, Obłuże, płk. Stanisława Dąbka",461000.0,7748.0,59.5,3.0,3.0,0,wtórny,1978.0,blok,1.0,miejskie,10.0,1,0,0,44.0,Obłuże,
1415,1565,"Gdynia, Cisowa, Chylońska",670000.0,7882.0,85.0,5.0,1.0,0,wtórny,1929.0,kamienica,0.0,miejskie,2.0,0,0,0,93.0,Cisowa,
1416,1566,"Gdynia, Orłowo",1290000.0,18429.0,70.0,2.0,2.0,1,wtórny,1938.0,kamienica,0.0,,,0,0,0,84.0,Orłowo,
1417,1567,"Gdynia, Wielki Kack, Starochwaszczyńska",509000.0,12546.0,40.57,2.0,2.0,0,wtórny,2019.0,,0.0,miejskie,3.0,0,0,0,3.0,Wielki Kack,
1418,1568,"Gdynia, Oksywie, inż. J. Śmidowicza",399000.0,6809.0,58.6,2.0,2.0,0,wtórny,1936.0,kamienica,0.0,gazowe,2.0,1,0,0,86.0,Oksywie,
1419,1569,"Gdynia, Śródmieście, Świętojańska",299000.0,13907.0,21.5,1.0,2.0,0,wtórny,1936.0,kamienica,0.0,miejskie,5.0,1,0,0,86.0,Śródmieście,
1420,1570,"Gdynia, Mały Kack, Podleśna",1080000.0,10927.0,98.84,4.0,2.0,1,wtórny,2018.0,apartamentowiec,1.0,inne,2.0,1,0,1,4.0,Mały Kack,
1421,1571,"Gdynia, pomorskie",569000.0,10345.0,55.0,3.0,1.0,0,wtórny,2018.0,,1.0,miejskie,8.0,1,0,0,4.0,,
1422,1572,"Gdynia, Mały Kack, Strzelców",749000.0,15637.0,47.9,2.0,0.0,1,wtórny,2017.0,apartamentowiec,1.0,miejskie,3.0,0,1,0,5.0,Mały Kack,
1423,1573,"Gdynia, Obłuże, Konstantego Maciejewicza",519999.0,7143.0,72.8,4.0,2.0,1,wtórny,1980.0,,0.0,miejskie,3.0,1,0,0,42.0,Obłuże,
1424,1574,"Gdynia, Śródmieście, Wójta Radtkego",879000.0,9365.0,93.86,4.0,3.0,0,wtórny,1940.0,,0.0,miejskie,4.0,0,0,0,82.0,Śródmieście,
1425,1575,"Gdynia, Obłuże, Konstantego Maciejewicza",519999.0,7143.0,72.8,3.0,2.0,1,wtórny,1980.0,,0.0,miejskie,3.0,1,0,0,42.0,Obłuże,
1426,1576,"Gdynia, Karwiny, Stanisławy Fleszarowej-Muskat",680000.0,8739.0,77.81,3.0,3.0,0,wtórny,1997.0,blok,0.0,gazowe,3.0,0,1,0,25.0,Karwiny,
1427,1577,"Gdynia, Obłuże, inż. J. Śmidowicza",502522.0,8450.0,59.47,4.0,1.0,1,pierwotny,2021.0,blok,0.0,miejskie,3.0,1,0,0,1.0,Obłuże,
1428,1578,"Gdynia, Chylonia, Morska",469000.0,8849.0,53.0,3.0,6.0,0,wtórny,,,0.0,,10.0,1,0,0,,Chylonia,
1429,1579,"Gdynia, Mały Kack, Leśna",1149000.0,14753.0,77.88,3.0,0.0,1,wtórny,2009.0,apartamentowiec,0.0,miejskie,3.0,0,0,1,13.0,Mały Kack,
1430,1582,"Gdynia, Orłowo, Spacerowa",1950000.0,37500.0,52.0,2.0,0.0,1,wtórny,,,0.0,,3.0,0,1,1,,Orłowo,
1431,1583,"Gdynia, Redłowo, Legionów",1390000.0,17970.0,77.35,3.0,3.0,0,wtórny,2021.0,apartamentowiec,1.0,miejskie,7.0,0,0,0,1.0,Redłowo,
1432,1584,"Gdynia, Redłowo, Legionów",1149000.0,16877.0,68.08,3.0,10.0,1,wtórny,2006.0,,0.0,,12.0,0,0,0,16.0,Redłowo,
1433,1585,"Gdynia, Oksywie, inż. J. Śmidowicza",506502.0,8550.0,59.24,4.0,2.0,0,pierwotny,2021.0,blok,1.0,miejskie,4.0,0,0,0,1.0,Oksywie,
1434,1586,"Gdynia, Redłowo, Powstania Wielkopolskiego",1500000.0,18987.0,79.0,3.0,3.0,0,wtórny,2015.0,blok,0.0,,3.0,0,0,0,7.0,Redłowo,
1435,1587,"Gdynia, Wzgórze Św. Maksymiliana",1348785.0,17839.0,75.61,3.0,2.0,0,pierwotny,2022.0,apartamentowiec,1.0,miejskie,6.0,1,0,0,0.0,Wzgórze Św. Maksymiliana,
1436,1588,"Gdynia, Oksywie",599000.0,8251.0,72.6,4.0,1.0,0,wtórny,1982.0,blok,0.0,miejskie,4.0,0,0,0,40.0,Oksywie,
1437,1589,"Gdynia, Obłuże",599000.0,8251.0,72.6,4.0,1.0,0,wtórny,1982.0,blok,0.0,miejskie,4.0,0,0,0,40.0,Obłuże,
1438,1590,"Sopocka, Gdynia, pomorskie",920000.0,8598.0,107.0,4.0,1.0,0,wtórny,,,0.0,,2.0,0,0,0,,Gdynia,Sopocka
1439,1591,"Gdynia, Pogórze, adm. J. Unruga",410000.0,6518.0,62.9,3.0,4.0,0,wtórny,1986.0,blok,0.0,miejskie,4.0,1,0,0,36.0,Pogórze,
1440,1592,"Gdynia, Chylonia, Chylońska",329000.0,8681.0,37.9,2.0,2.0,0,wtórny,,blok,0.0,miejskie,10.0,1,0,0,,Chylonia,
1441,1594,"Gdynia, Redłowo",620000.0,14419.0,43.0,2.0,6.0,0,wtórny,1980.0,blok,1.0,miejskie,10.0,1,0,0,42.0,Redłowo,
1442,1595,"Gdynia, Śródmieście, Morska",970000.0,9898.0,98.0,6.0,3.0,1,wtórny,1938.0,kamienica,0.0,miejskie,4.0,0,0,0,84.0,Śródmieście,
1443,1596,"Gdynia, Cisowa, Chylońska",409000.0,8629.0,47.4,2.0,0.0,0,wtórny,,blok,0.0,miejskie,4.0,1,0,0,,Cisowa,
1444,1597,"Gdynia, Dąbrowa",925000.0,7198.0,128.5,4.0,3.0,1,wtórny,2001.0,blok,0.0,miejskie,3.0,1,0,0,21.0,Dąbrowa,
1445,1598,"Gdynia, Śródmieście, Węglowa",2681640.0,20224.0,132.6,5.0,10.0,1,pierwotny,2020.0,apartamentowiec,1.0,miejskie,17.0,0,0,0,2.0,Śródmieście,
1446,1599,"Gdynia, Mały Kack, Bernadowo, Bernadowska",2383949.0,18019.0,132.3,4.0,2.0,1,pierwotny,2020.0,apartamentowiec,1.0,miejskie,2.0,1,0,0,2.0,Mały Kack,
1447,1600,"Gdynia, Śródmieście, Węglowa",2738923.2,20656.0,132.6,5.0,10.0,1,pierwotny,2020.0,apartamentowiec,1.0,miejskie,17.0,0,0,0,2.0,Śródmieście,
1448,1601,"Gdynia, Śródmieście, Węglowa",829429.2,17352.0,47.8,1.0,4.0,1,pierwotny,2020.0,apartamentowiec,1.0,miejskie,17.0,0,0,0,2.0,Śródmieście,
1449,1602,"Gdynia, Kamienna Góra",1195000.0,22981.0,52.0,2.0,1.0,0,wtórny,2009.0,apartamentowiec,1.0,miejskie,2.0,0,0,1,13.0,Kamienna Góra,
1450,1603,"Gdynia, Dąbrowa, Lukrecjowa",460000.0,8244.0,55.8,3.0,2.0,1,wtórny,1994.0,blok,0.0,miejskie,4.0,1,0,0,28.0,Dąbrowa,
1451,1604,"Gdynia, Działki Leśne, Szczecińska",619920.0,14760.0,42.0,1.0,0.0,1,wtórny,,apartamentowiec,0.0,,3.0,0,0,0,,Działki Leśne,
1452,1605,"Gdynia, Chwarzno-Wiczlino",630000.0,9130.0,69.0,4.0,3.0,1,pierwotny,,,0.0,,3.0,1,0,0,,Chwarzno-Wiczlino,
1453,1606,"Gdynia, Cisowa, Zbożowa",365000.0,7449.0,49.0,2.0,6.0,0,wtórny,,,0.0,,10.0,0,0,0,,Cisowa,
1454,1607,"Gdynia, Leszczynki, Bronisława Dembińskiego",750000.0,13179.0,56.91,3.0,1.0,0,wtórny,,,0.0,,,1,0,0,,Leszczynki,
1455,1608,"Gdynia, Dąbrowa, Miętowa",680000.0,11333.0,60.0,2.0,0.0,1,wtórny,2018.0,,1.0,miejskie,2.0,0,1,0,4.0,Dąbrowa,
1456,1609,"Gdynia, Śródmieście, Żołnierzy I Armii Wojska Polskiego",2800000.0,28962.0,96.68,4.0,3.0,1,wtórny,2019.0,apartamentowiec,1.0,miejskie,5.0,1,0,0,3.0,Śródmieście,
1457,1610,"Gdynia, Mały Kack, Strzelców",990000.0,14350.0,68.99,3.0,2.0,1,wtórny,2015.0,,0.0,,4.0,1,0,0,7.0,Mały Kack,
1458,1611,"Gdynia, Chwarzno-Wiczlino, Chwarzno",747000.0,7965.0,93.79,4.0,2.0,0,pierwotny,2023.0,,0.0,,3.0,0,0,0,-1.0,Chwarzno-Wiczlino,
1459,1612,"Gdynia, Obłuże, Biała",539000.0,7857.0,68.6,3.0,2.0,1,wtórny,1990.0,dom,0.0,gazowe,2.0,0,1,0,32.0,Obłuże,
1460,1613,"Gdynia, Śródmieście, Stefana Żeromskiego",536000.0,14922.0,35.92,2.0,0.0,0,pierwotny,2024.0,,0.0,,4.0,0,1,1,-2.0,Śródmieście,
1461,1614,"Gdynia, Śródmieście, Stefana Żeromskiego",507265.0,18240.0,27.81,1.0,1.0,0,pierwotny,2024.0,,0.0,,4.0,1,1,1,-2.0,Śródmieście,
1462,1615,"Gdynia, Śródmieście, św. Piotra",490240.0,16000.0,30.64,1.0,2.0,1,pierwotny,2023.0,apartamentowiec,1.0,miejskie,18.0,0,0,0,-1.0,Śródmieście,
1463,1616,"Gdynia, Śródmieście, św. Piotra",615125.0,17500.0,35.15,1.0,5.0,1,pierwotny,2023.0,apartamentowiec,1.0,miejskie,18.0,0,0,0,-1.0,Śródmieście,
